company_id	company_name	target_city	sector	account_tier	revenue_aed_bn	revenue_band	revenue_growth_12m_pct	employee_count	primary_fractional_cxo	primary_need_score	secondary_fractional_cxo	secondary_need_score	recommended_service_package	service_mix	estimated_annual_savings_aed	estimated_savings_pct	expected_annual_contract_value_aed	expected_account_ltv_aed	win_probability	weighted_pipeline_value_aed	urgency_score	urgency_tier	pain_archetype	maturity_segment	ai_supported_roles	ai_agent_addons	ideal_next_action	ebitda_margin_pct	employee_growth_12m_pct	digital_maturity_score	cash_flow_volatility_score	reporting_delay_days	compliance_risk_score	attrition_rate_pct	hiring_velocity_score	campaign_roi_x	cac_growth_pct	lead_conversion_pct	process_efficiency_score	on_time_delivery_pct	expansion_complexity_score	fundraising_readiness_score	data_maturity_score	cyber_risk_score	project_backlog_score	automation_potential_score	customer_concentration_score	board_reporting_complexity_score	geographic_spread_count	cfo_need_score	cto_need_score	chro_need_score	cmo_need_score	coo_need_score	full_time_equivalent_cost_aed	fractional_ai_solution_cost_aed	pipeline_stage	need_score_std	need_score_mean	q1_pipeline_inquiries	q2_pipeline_inquiries	q3_pipeline_inquiries	q4_pipeline_inquiries	rev_growth_q1_pct	rev_growth_q2_pct	rev_growth_q3_pct	rev_growth_q4_pct	preferred_outreach_channel	offer_type	ab_test_variant	treatment_flag	days_since_last_contact	sales_touchpoints_90d	meetings_booked_90d	proposal_count_90d	recommended_acv_aed	ai_attach_value_aed	response_probability	baseline_conversion_probability	incremental_uplift_pct	expected_close_days	expected_contract_term_months	upsell_propensity_score	cross_sell_readiness_score	account_health_score	client_churn_risk_score	next_service_expansion_days	forecast_2q_revenue_aed	expected_roi_multiple	company_context_line	hq_zone	hq_zone_context	city	region	country	latitude	longitude
DXB049	ADNOC Gas	Dubai	Energy	Tier 1	61.87	Mega	9	5923	CTO	49.7	CHRO	46	CTO lead + CHRO add-on + AI support	CTO-led advisory	2620000	70.2	1848100	3776004	0.522	964708	46.2	Monitor	Tech modernization	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Send commercial proposal	28.1	-1.8	55	45	7	67	20.6	42	3.64	-5.4	11.5	49	93.5	37	74	46	62	62	37	53	55	5	45.7	49.7	46	35.4	41.8	3730000	1110000	Proposal	5.43	43.72	13	1	13	2	6.8	6.2	5.7	12.8	Warm intro	CXO advisory sprint	C	0	22	9	2	1	1648700	199400	0.598	0.598	0	39	20	49.7	53.8	53.9	42.1	135	964708	2.36	ADNOC Gas is a Dubai-based energy corporate in the mega with monitor pressure, where a CTO-led offer is most relevant because the account shows signals of tech modernization; CHRO is the strongest secondary expansion path.	Jebel Ali	Trade and industrial base where COO and CFO interventions often have strong logic.	Dubai	Dubai	UAE	24.983600000000003	55.0587
DXB050	TAQA	Dubai	Utilities	Tier 1	44.69	Mega	11	8762	CHRO	54.8	CMO	45.3	CHRO lead + CMO add-on + AI support	CHRO-led advisory	2415000	70.7	1691550	2619980	0.426	720600	46.9	Monitor	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	32.5	17.7	75	25	31	56	6.3	59	3.51	10.6	8.5	88	94	27	59	55	29	67	57	21	43	11	44.3	41.1	54.8	45.3	34.6	3415000	1000000	Discovery	7.33	44.02	5	14	6	7	5.5	10.8	12.3	12.7	Industry event	Cost-savings diagnostic	C	1	89	5	1	1	1468150	223400	0.564	0.514	9.7	72	15	52.6	58.2	73.6	31.7	113	720600	2.42	TAQA is a Dubai-based utilities corporate in the mega with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.086750000000002	55.16715
DXB051	First Abu Dhabi Bank	Dubai	Banking	Tier 2	11.39	Large	6.2	29525	CHRO	73.5	CFO	55.7	CHRO lead + CFO add-on + AI support	CFO-led governance	2800000	72.9	1656700	4533961	0.511	846574	69.4	High	People scaling	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Share tailored problem map	42.6	4	85	28	32	76	25.3	75	2.09	10.5	13.9	74	90.2	75	83	66	49	23	79	80	68	10	55.7	42.5	73.5	46.9	38.9	3840000	1040000	Discovery	13.81	51.5	2	8	6	8	0.5	7.6	4.2	8.3	LinkedIn outbound	CXO advisory sprint	B	0	29	8	1	0	1406900	249800	0.634	0.634	0	68	25	69	70.5	65	31.4	116	846574	2.69	First Abu Dhabi Bank is a Dubai-based banking corporate in the large with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.205299999999998	55.290800000000004
DXB052	Abu Dhabi Commercial Bank	Dubai	Banking	Tier 1	40.51	Mega	5.1	13613	CHRO	55.1	CFO	54.8	CHRO lead + CFO add-on + AI support	CFO-led governance	2800000	72.9	1777200	3453423	0.444	789077	57.2	Moderate	People scaling	Managed Complexity	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Book discovery call	26.9	0.4	80	24	35	95	21.8	48	3.82	6.6	7.1	59	82.9	66	36	56	18	61	65	82	54	6	54.8	44.1	55.1	45.2	48.2	3840000	1040000	Qualified	5.22	49.48	2	2	5	9	1.1	3.9	5.6	5.3	Warm intro	Cost-savings diagnostic	A	1	36	14	3	2	1544200	233000	0.767	0.717	7	76	18	65	71.5	66.7	30.3	116	789077	2.69	Abu Dhabi Commercial Bank is a Dubai-based banking corporate in the mega with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.219649999999998	55.27015
DXB053	Abu Dhabi Islamic Bank	Dubai	Banking	Tier 2	12.25	Large	8.1	23344	CHRO	63.1	CTO	56.9	CHRO lead + CTO add-on + AI support	CFO-led governance	2650000	72.2	1599950	2606282	0.5	799975	66.1	High	People scaling	Managed Complexity	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	31.5	3.1	63	27	6	85	27	45	1.63	-2.8	14.1	71	72	86	44	42	88	29	58	50	22	6	41	56.9	63.1	45.6	47.6	3670000	1020000	Discovery	8.97	50.84	7	13	8	2	6.6	7.4	7.4	9.2	Founder referral	Cost-savings diagnostic	C	0	73	4	2	1	1375350	224600	0.632	0.632	0	70	15	66.7	64.9	59	35.9	117	799975	2.6	Abu Dhabi Islamic Bank is a Dubai-based banking corporate in the large with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CTO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.2165	55.280300000000004
DXB054	International Holding Company	Dubai	Conglomerate	Tier 2	20.01	Large	4.7	8109	CFO	59.5	CMO	51.4	CFO lead + CMO add-on + AI support	CFO-led advisory	2835000	70.6	1795400	2927726	0.505	906677	63.2	Moderate	Finance stress	Digitally Mature	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Share tailored problem map	19.7	15.7	76	55	30	54	11.6	28	1.8	18.5	16	80	97.4	88	55	92	43	88	66	15	47	2	59.5	51.3	45.8	51.4	45.4	4015000	1180000	Discovery	5.71	50.68	10	12	9	1	0.4	0.3	4.7	7.9	Industry event	Transformation workshop	B	1	37	14	3	2	1561200	234200	0.686	0.636	7.9	56	15	67	69.3	73.4	28.5	107	906677	2.4	International Holding Company is a Dubai-based conglomerate corporate in the large with moderate pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CMO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.19195	55.26205
DXB055	Alpha Dhabi	Dubai	Conglomerate	Tier 2	22.44	Large	12.8	57521	CMO	61.9	CHRO	55.6	CMO lead + CHRO add-on + AI support	CMO-led advisory	2400000	70	1565550	2478194	0.525	821914	62.9	Moderate	Growth efficiency	Scale-up Pressure	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Share tailored problem map	13.6	14.8	73	45	19	56	11.6	32	1.35	21.3	11.3	68	72.7	75	75	53	78	46	32	69	20	9	53.1	49.2	55.6	61.9	53.3	3430000	1030000	Discovery	4.67	54.62	5	5	2	9	8.4	10.1	12.7	15.6	Warm intro	CXO advisory sprint	A	1	21	15	4	2	1372150	193400	0.77	0.72	6.9	52	15	58.6	67	72.8	29.6	139	821914	2.33	Alpha Dhabi is a Dubai-based conglomerate corporate in the large with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.19125	55.2842
DXB056	Modon Holding	Dubai	Real Estate	Tier 3	8.43	Upper-Mid	17	5584	CMO	59.6	CFO	50.5	CMO lead + CFO add-on + AI support	COO-led transformation	2860000	72.6	1499400	1768042	0.586	878648	60	Moderate	Growth efficiency	Managed Complexity	CHRO	Talent Screening Agent; HR Policy Q&A Agent; Workforce Analytics Agent	Send commercial proposal	14.2	-0.5	71	55	8	40	9.9	84	2.21	8.4	5.9	80	92.6	73	52	85	71	48	62	51	69	3	50.5	47.7	48.3	59.6	37.6	3940000	1080000	Proposal	7.85	48.74	12	3	14	2	7.6	12.3	17.4	18.2	Partner referral	Transformation workshop	C	1	29	3	1	1	1270000	229400	0.686	0.636	7.9	49	11	63	66.3	73.3	29	111	878648	2.65	Modon Holding is a Dubai-based real estate corporate in the upper-mid with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CFO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.207349999999998	55.2765
DXB057	Aldar Properties	Dubai	Real Estate	Tier 3	9.7	Upper-Mid	3.7	2190	CHRO	57.6	CMO	51.1	CHRO lead + CMO add-on + AI support	COO-led transformation	2415000	70.7	1353050	1937322	0.435	588577	50.3	Monitor	People scaling	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Share tailored problem map	28.9	16.4	71	53	11	50	17.7	57	2.62	7.9	4.1	54	96.3	29	12	60	78	95	35	22	44	7	37.2	50.8	57.6	51.1	46.7	3415000	1000000	Discovery	7.51	48.68	4	5	3	14	-0.2	6.5	2.9	5.2	Industry event	Transformation workshop	C	0	74	14	5	2	1156050	197000	0.56	0.56	0	51	14	50	56	58.4	39.2	120	588577	2.42	Aldar Properties is a Dubai-based real estate corporate in the upper-mid with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.214	55.26705
DXB058	Agthia Group	Dubai	Consumer Goods	Tier 3	3.13	Upper-Mid	6.8	5693	CHRO	75.6	CMO	63.1	CHRO lead + CMO add-on + AI support	CHRO-led advisory	2415000	70.7	1502000	3546085	0.514	772028	76.4	High	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Book discovery call	10.4	20.1	51	28	31	31	16.2	66	2.16	11	5	83	91.5	95	72	77	44	51	83	21	77	11	58.8	56.1	75.6	63.1	46.2	3415000	1000000	Qualified	10.72	59.96	7	12	8	5	4.5	6.7	4.4	8.6	Industry event	Cost-savings diagnostic	A	1	19	12	3	2	1247400	254600	0.817	0.767	6.5	78	21	76.8	73.1	71.4	28.3	73	772028	2.42	Agthia Group is a Dubai-based consumer goods corporate in the upper-mid with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Al Quoz	Operational and industrial location where delivery efficiency and cost control matter.	Dubai	Dubai	UAE	25.1268	55.2306
DXB059	RAK Ceramics	Dubai	Industrials	Tier 3	9.4	Upper-Mid	2.7	1896	CFO	46	CHRO	44.7	CFO lead + CHRO add-on + AI support	CFO-led advisory	2760000	70.2	1499150	2142535	0.281	421261	40.5	Monitor	Finance stress	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Run diagnostic outreach	14.1	11.1	65	32	22	58	10.7	80	3.94	8	12.2	74	97.8	20	28	47	81	26	52	45	75	2	46	43.3	44.7	35.4	20.2	3930000	1170000	Prospect	10.73	37.92	5	13	5	13	0.7	3.1	0.9	2.6	LinkedIn outbound	Transformation workshop	B	0	45	6	2	2	1281750	217400	0.495	0.495	0	108	14	49.5	52.6	63.5	38.1	145	273820	2.36	RAK Ceramics is a Dubai-based industrials corporate in the upper-mid with monitor pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CHRO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.19265	55.2806
DXB060	RAKBANK	Dubai	Banking	Tier 2	10.16	Large	11	5611	CHRO	53.8	COO	52.5	CHRO lead + COO add-on + AI support	CFO-led governance	2570000	71.7	1548650	3129681	0.536	830076	51.9	Monitor	People scaling	Digitally Mature	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Send commercial proposal	31.4	6.1	85	31	27	87	20.5	55	2.84	9.1	17.2	68	68.4	46	12	73	89	80	65	13	89	5	49.5	51.4	53.8	37.8	52.5	3585000	1015000	Proposal	6.46	49	8	5	13	6	8.9	9.6	12.6	12.2	Industry event	Transformation workshop	B	0	31	11	3	2	1315650	233000	0.585	0.585	0	34	19	60.8	64.9	64.2	33.7	133	830076	2.53	RAKBANK is a Dubai-based banking corporate in the large with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.2046	55.2915
DXB061	RAK Properties	Dubai	Real Estate	Tier 1	31.4	Mega	13.7	10291	CHRO	62.2	COO	53.2	CHRO lead + COO add-on + AI support	COO-led transformation	2570000	71.7	1732650	3106169	0.514	890582	62.3	Moderate	People scaling	Scale-up Pressure	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Share tailored problem map	29.9	13.5	60	46	14	42	14.1	92	3.31	6.9	11	44	80.3	74	65	88	41	54	38	60	46	4	46.5	43	62.2	48.3	53.2	3585000	1015000	Discovery	7.44	50.64	3	7	10	6	10	9.8	16.8	14.3	Partner referral	Cost-savings diagnostic	C	1	39	2	1	0	1532050	200600	0.732	0.682	7.3	75	17	58.4	63.2	61.6	35.4	107	890582	2.53	RAK Properties is a Dubai-based real estate corporate in the mega with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.2105	55.2604
DXB062	Julphar	Dubai	Healthcare	Tier 3	9.45	Upper-Mid	10.2	21715	CFO	61.1	CHRO	52.6	CFO lead + CHRO add-on + AI support	CHRO-led scaleup	2760000	70.2	1620300	1967989	0.423	685387	63.8	Moderate	Finance stress	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Book discovery call	13.8	14.7	50	28	25	74	8.4	76	1.91	0.3	14.5	88	70.9	85	80	72	30	24	85	31	73	2	61.1	49	52.6	47.5	39.8	3930000	1170000	Qualified	7.77	50	14	11	1	11	6.7	9.6	10.6	9.3	Industry event	CXO advisory sprint	A	1	78	7	1	1	1363300	257000	0.602	0.552	9.1	89	11	71.5	63.8	68.9	32.3	125	685387	2.36	Julphar is a Dubai-based healthcare corporate in the upper-mid with moderate pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CHRO is the strongest secondary expansion path.	Business Bay	Dense commercial zone suited to growth, finance, and operating-model interventions.	Dubai	Dubai	UAE	25.186	55.27675
DXB063	National Bank of Fujairah	Dubai	Banking	Tier 2	16.33	Large	11.4	22556	CHRO	77.7	CMO	64.1	CHRO lead + CMO add-on + AI support	CFO-led governance	2415000	70.7	1625000	4306250	0.574	932750	77.6	High	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	43.8	10.3	65	35	28	86	19.4	92	1.67	14	7.1	77	76.4	94	41	73	57	16	62	41	68	10	53.6	46.2	77.7	64.1	46.9	3415000	1000000	Discovery	13.29	57.7	13	3	1	13	10.2	9.1	12.9	13.2	Partner referral	Cost-savings diagnostic	A	1	61	6	2	1	1395600	229400	0.789	0.739	6.8	68	24	71.5	72.4	70.2	29	102	932750	2.42	National Bank of Fujairah is a Dubai-based banking corporate in the large with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.2277	55.2929
DXB064	Dana Gas	Dubai	Energy	Tier 1	43.5	Mega	7.7	23877	CHRO	65.5	CFO	58.5	CHRO lead + CFO add-on + AI support	CHRO-led advisory	2800000	72.9	1852250	3959184	0.418	774240	68.7	High	People scaling	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Run diagnostic outreach	34.7	4.4	71	62	24	65	19.9	57	1.94	1.8	16.6	89	92.4	90	82	92	19	72	94	69	34	9	58.5	50.1	65.5	43.2	48.8	3840000	1040000	Prospect	8.78	53.22	10	11	3	3	4.4	4.8	9.5	9	Warm intro	Transformation workshop	B	0	10	6	1	0	1584450	267800	0.704	0.704	0	110	19	77	73.8	71.1	27.6	105	503256	2.69	Dana Gas is a Dubai-based energy corporate in the mega with high pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CFO is the strongest secondary expansion path.	Jebel Ali	Trade and industrial base where COO and CFO interventions often have strong logic.	Dubai	Dubai	UAE	24.99025	55.0636
DXB065	Abu Dhabi National Insurance Company	Dubai	Insurance	Tier 3	4.05	Upper-Mid	6.6	3109	CMO	49	COO	48.7	CMO lead + COO add-on + AI support	CFO-led governance	2630000	71.4	1385050	2120858	0.608	842110	45.5	Monitor	Growth efficiency	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Offer pilot with AI add-ons	17.4	3.2	71	27	19	57	15	64	1.54	20.1	15.8	70	62.3	32	8	51	50	76	34	75	34	2	37.4	45	42.8	49	48.7	3685000	1055000	Negotiation	4.78	44.58	8	4	12	7	-1.5	5.7	4.1	5.6	Industry event	Transformation workshop	C	1	67	13	4	3	1189250	195800	0.591	0.541	9.2	9	15	49.5	56.7	64.9	35.9	122	842110	2.49	Abu Dhabi National Insurance Company is a Dubai-based insurance corporate in the upper-mid with monitor pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; COO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.2172	55.27015
DXB066	Sukoon Insurance	Dubai	Insurance	Tier 3	6.28	Upper-Mid	3.2	2362	CMO	54.7	CTO	45.5	CMO lead + CTO add-on + AI support	CFO-led governance	2710000	71.9	1409250	1865335	0.676	952653	47.5	Monitor	Growth efficiency	Managed Complexity	CHRO	Talent Screening Agent; HR Policy Q&A Agent; Workforce Analytics Agent	Convert pilot to annual retainer	19.5	1.5	81	48	5	52	19.6	52	3.97	25.4	3.1	88	90.5	30	25	47	52	83	40	61	50	2	38.6	45.5	43.1	54.7	34.5	3770000	1060000	Pilot	7.65	43.28	11	12	13	2	2.4	2.4	-0.2	3.3	Partner referral	Transformation workshop	B	1	78	5	2	1	1206250	203000	0.587	0.537	9.3	9	13	48.8	58.2	68.9	33.6	126	952653	2.56	Sukoon Insurance is a Dubai-based insurance corporate in the upper-mid with monitor pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CTO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.20565	55.2887
DXB067	Union Insurance	Dubai	Insurance	Tier 3	6.73	Upper-Mid	3.8	2630	CHRO	61.4	CMO	51.7	CHRO lead + CMO add-on + AI support	CFO-led governance	2415000	70.7	1395350	2197676	0.376	524652	61.7	Moderate	People scaling	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Run diagnostic outreach	19.9	7	68	27	29	76	27.8	69	4.2	10.5	3.5	76	97.2	75	31	50	39	50	37	43	33	1	50.4	46.3	61.4	51.7	33.5	3415000	1000000	Prospect	10.12	48.66	7	2	8	10	-1.6	2.4	3.7	5.2	Warm intro	CXO advisory sprint	B	0	62	9	2	2	1195950	199400	0.621	0.621	0	104	15	57.2	60.8	60.4	36.9	135	341024	2.42	Union Insurance is a Dubai-based insurance corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	DIFC	Financial district with strong executive and transformation demand.	Dubai	Dubai	UAE	25.20845	55.2838
DXB068	AD Ports Group	Dubai	Logistics	Tier 1	31.24	Mega	6.9	37943	CFO	51.1	CHRO	49.3	CFO lead + CHRO add-on + AI support	COO-led transformation	2760000	70.2	1917600	3752467	0.386	740194	46.4	Monitor	Finance stress	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Book discovery call	19.2	16.1	79	62	15	51	22.5	44	3.52	9.7	16.3	50	93.6	30	81	36	41	33	46	51	38	1	51.1	37.9	49.3	34.1	32.6	3930000	1170000	Qualified	8.64	41	13	14	8	10	6.9	4.4	3.5	3.5	Industry event	CXO advisory sprint	A	1	8	11	4	2	1707400	210200	0.662	0.612	8.2	77	19	51.9	61.6	60.2	36.9	117	740194	2.36	AD Ports Group is a Dubai-based logistics corporate in the mega with monitor pressure, where a CFO-led offer is most relevant because the account shows signals of finance stress; CHRO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.911849999999998	55.1761
DXB069	Borouge	Dubai	Chemicals	Tier 4	2.27	Mid	1	10313	CMO	53	CTO	51.2	CMO lead + CTO add-on + AI support	CMO-led advisory	2710000	71.9	1322800	2117983	0.567	750028	54	Moderate	Growth efficiency	Managed Complexity	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Send commercial proposal	21	-2.3	65	37	26	61	9.7	82	1.3	21.5	15.2	69	91.5	60	8	35	48	45	63	67	60	3	47.4	51.2	45	53	36.4	3770000	1060000	Proposal	6.51	46.6	1	11	10	2	1.7	-2	0.5	2.8	LinkedIn outbound	Cost-savings diagnostic	A	1	49	12	3	1	1092200	230600	0.684	0.634	7.9	33	15	61.8	64.4	69.3	31.5	109	750028	2.56	Borouge is a Dubai-based chemicals corporate in the mid with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CTO is the strongest secondary expansion path.	Downtown Dubai	Central business location with high executive visibility and cross-functional complexity.	Dubai	Dubai	UAE	25.2105	55.26845
DXB070	Fertiglobe	Dubai	Chemicals	Tier 2	19.06	Large	7.6	8772	CTO	60	CHRO	53.5	CTO lead + CHRO add-on + AI support	CTO-led advisory	2620000	70.2	1713300	3503114	0.397	680180	53	Monitor	Tech modernization	Managed Complexity	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	26	4.7	57	40	22	43	22.5	35	1.2	-3.2	4.8	50	91.6	33	10	55	68	91	84	20	89	8	43.1	60	53.5	53.5	49.5	3730000	1110000	Qualified	6.2	51.92	4	4	7	13	6.3	6.6	4.9	9.6	Partner referral	Cost-savings diagnostic	C	0	52	7	2	1	1457500	255800	0.628	0.628	0	87	19	64.1	62.3	54.6	39.2	112	680180	2.36	Fertiglobe is a Dubai-based chemicals corporate in the large with monitor pressure, where a CTO-led offer is most relevant because the account shows signals of tech modernization; CHRO is the strongest secondary expansion path.	Dubai South	Logistics and expansion corridor with execution and operating-efficiency relevance.	Dubai	Dubai	UAE	24.90485	55.1439
DXB071	Multiply Group	Dubai	Investment	Tier 3	8.35	Upper-Mid	10.3	3342	CHRO	61.5	CMO	55.8	CHRO lead + CMO add-on + AI support	CHRO-led advisory	2415000	70.7	1419400	1673118	0.515	730991	60	Moderate	People scaling	Digitally Mature	CFO	Board Reporting Copilot; FP&A Agent; Compliance Calendar Agent	Share tailored problem map	37.3	20.9	77	38	22	32	20.4	36	1.78	17.5	11.1	79	91.8	61	35	75	51	17	62	13	85	7	43.7	37.6	61.5	55.8	31.7	3415000	1000000	Discovery	12.42	46.06	7	12	8	14	9.3	11.7	9.2	12.9	Partner referral	Transformation workshop	A	1	5	12	4	2	1190000	229400	0.763	0.713	7	56	11	62.9	69.7	71.7	29.2	123	730991	2.42	Multiply Group is a Dubai-based investment corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; CMO is the strongest secondary expansion path.	Dubai Silicon Oasis	Innovation-oriented area with scaling, systems, and process design needs.	Dubai	Dubai	UAE	25.11415	55.3626
DXB072	Presight AI	Dubai	Technology	Tier 3	3.99	Upper-Mid	13.7	1921	CHRO	60	COO	50.6	CHRO lead + COO add-on + AI support	CTO-led transformation	2570000	71.7	1433850	2157944	0.424	607952	59.9	Moderate	People scaling	Scale-up Pressure	CMO	Campaign Insights Agent; Content Performance Agent; Lead Funnel Agent	Book discovery call	14.4	28.8	96	37	7	34	12	49	2.37	7.1	11	73	64.4	71	35	30	18	31	66	79	73	8	43.4	40.2	60	48.4	50.6	3585000	1015000	Qualified	7.61	48.52	10	9	6	13	14.8	9.5	12.3	14.2	Warm intro	Cost-savings diagnostic	C	0	73	11	2	1	1199650	234200	0.653	0.653	0	82	14	63.8	70.7	74.3	27.4	98	607952	2.53	Presight AI is a Dubai-based technology corporate in the upper-mid with moderate pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.1032	55.163999999999994
DXB073	Yahsat	Dubai	Technology	Tier 4	1.54	Mid	27.6	5835	CMO	66.3	CHRO	60.2	CMO lead + CHRO add-on + AI support	CTO-led transformation	2400000	70	1253350	1674409	0.551	690596	56.9	Moderate	Growth efficiency	Scale-up Pressure	COO	Workflow Monitoring Agent; SLA Alert Agent; Process Mining Agent	Send commercial proposal	15.4	32.1	89	41	13	19	18.9	36	1.26	18.7	5.4	86	69.5	27	13	57	55	28	30	20	64	10	36.3	30.8	60.2	66.3	38.7	3430000	1030000	Proposal	15.74	46.46	10	7	7	12	22.2	25.3	28.5	26.7	Founder referral	Transformation workshop	C	0	16	3	1	0	1062350	191000	0.585	0.585	0	49	13	51.3	61	70.3	32.6	130	690596	2.33	Yahsat is a Dubai-based technology corporate in the mid with moderate pressure, where a CMO-led offer is most relevant because the account shows signals of growth efficiency; CHRO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.0787	55.14055
DXB074	e&	Dubai	Telecommunications	Tier 2	19.66	Large	6.3	13078	CHRO	57.9	COO	53.1	CHRO lead + COO add-on + AI support	CTO-led transformation	2570000	71.7	1576850	3234334	0.703	1108526	50.7	Monitor	People scaling	Managed Complexity	CTO	Automation Scout Agent; Architecture Assistant; Incident Triage Agent	Convert pilot to annual retainer	21	3.3	72	45	15	57	25.5	35	3.96	-2.8	3.7	44	84.3	28	38	37	32	80	92	68	25	10	41.1	52.5	57.9	41.3	53.1	3585000	1015000	Pilot	7.58	49.18	11	11	5	11	3.9	5	5.1	8.9	Industry event	Transformation workshop	B	1	34	11	4	1	1311450	265400	0.654	0.604	8.3	7	19	65	66.5	55.5	37.2	103	1108526	2.53	e& is a Dubai-based telecommunications corporate in the large with monitor pressure, where a CHRO-led offer is most relevant because the account shows signals of people scaling; COO is the strongest secondary expansion path.	Dubai Internet City	Technology-heavy corridor where digital maturity and transformation needs are highly visible.	Dubai	Dubai	UAE	25.09235	55.156299999999995
